title,link,authors,year
On the nexus between constituents and global energy commodities: an asymmetric analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=DHXqQUMAAAAJ&pagesize=100&citation_for_view=DHXqQUMAAAAJ:Xz60mAmATU4C,"(2) E Asafo-Adjei, SK Agyei, AM Adam, A Bossman, ŞC Gherghina",2024
Sustainability responses to climate-smart adaptation in Africa: Implication for food security among farm households in the Central Region of Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=wKxG-uAAAAAJ&pagesize=100&citation_for_view=wKxG-uAAAAAJ:ULOm3_A8WrAC,"(3) SKN Dadzie, EW Inkoom, S Akaba, F Annor-Frempong, J Afful",2021
Socio-economic impact and acceptance study of drone-applied pesticide on maize in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3Zx1b2cAAAAJ&pagesize=100&citation_for_view=3Zx1b2cAAAAJ:MXK_kJrjxJIC,"(1) F Annor-Frempong, S Akaba",2020
β‐Carotene‐fortified gari: Processing variables effect on nutritional and sensory qualities,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=9ibkWNsAAAAJ&pagesize=100&citation_for_view=9ibkWNsAAAAJ:Zph67rFs4hoC,"(1) EE Abano, ET Quayson, M Bosompem, M Quarm",2019
Socio-economic impact and acceptance study of drone-applied pesticide on maize in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=wKxG-uAAAAAJ&pagesize=100&citation_for_view=wKxG-uAAAAAJ:hqOjcs7Dif8C,"(1) F Annor-Frempong, S Akaba",2020
FARMERS’PERCEPTION OF CLIMATE CHANGE COMPARED WITH OBJECTIVE DATA: EVIDENCE FROM THE CENTRAL REGION OF GHANA,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=wT0fqbsAAAAJ&pagesize=100&citation_for_view=wT0fqbsAAAAJ:Y0pCki6q_DkC,(1) SKN Dadzie,2021
Physicochemical properties of eggplant (Solanum aethiopicum L.) fruits as affected by cassava starch coating during low temperature storage: optimisation of …,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=BXxq_UEAAAAJ&pagesize=100&citation_for_view=BXxq_UEAAAAJ:ULOm3_A8WrAC,"(4) RG Dadzie, RS Amoah, J Ampofo-Asiama, B Quaye, EE Abano",2019
Improving the storage quality of eggplants (solanum Aethiopicum L.) fruit using aloe Vera gel coating,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=BXxq_UEAAAAJ&pagesize=100&citation_for_view=BXxq_UEAAAAJ:_kc_bZDykSQC,"(5) RG Dadzie, RS Amoah, J Ampofo-Asiama, B Quaye, N Kizzie-Hayford, ...",2021
β‐Carotene‐fortified gari: Processing variables effect on nutritional and sensory qualities,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=UmenDxMAAAAJ&pagesize=100&citation_for_view=UmenDxMAAAAJ:qUcmZB5y_30C,"(2) EE Abano, ET Quayson, M Bosompem, M Quarm",2020
Rapid and nondestructive determination of egg freshness category and marked date of lay using spectral fingerprint,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=v5twoU0AAAAJ&pagesize=100&citation_for_view=v5twoU0AAAAJ:HDshCWvjkbEC,"(2) TOS Akowuah, E Teye, J Hagan, K Nyandey",2020
"Effects of in utero exposure to monosodium glutamate on locomotion, anxiety, depression, memory and KCC2 expression in offspring",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ClBanEoAAAAJ&pagesize=100&citation_for_view=ClBanEoAAAAJ:TQgYirikUcIC,"(6) RP Biney, FT Djankpa, SA Osei, DL Egbenya, B Aboagye, AA Karikari, ...",2022
Compliance Burden and Tax Gap Among Micro and Small Businesses: Evidence From Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=QT7tQ_UAAAAJ&pagesize=100&citation_for_view=QT7tQ_UAAAAJ:yB1At4FlUx8C,"(1) JA Peprah, FK Andoh, EA Avorkpo, KN Darfor, B Afful, CK Obeng",2022
Compliance Burden and Tax gap among micro and small businesses: Evidence from Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=-qtMPtkAAAAJ&pagesize=100&citation_for_view=-qtMPtkAAAAJ:KlAtU1dfN6UC,"(4) JA Peprah, FK Andoh, EA Avorkpo, KN Dafor, B Afful Jr, CK Obeng",2022
Assessing history students’ historical skills in the Cape Coast Metropolis of Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=8xj6WVIAAAAJ&pagesize=100&citation_for_view=8xj6WVIAAAAJ:0EnyYjriUFMC,(1) CA Oppong,2019
Flavonoid-Rich Extract of Dissotis rotundifolia Whole Plant Protects against Ethanol-Induced Gastric Mucosal Damage,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ar0lfFgAAAAJ&pagesize=100&citation_for_view=ar0lfFgAAAAJ:Wp0gIr-vW9MC,"(3) MB Adinortey, C Ansah, B Aboagye, JK Sarfo, O Martey, AK Nyarko",2020
Enriching tiger nut milk with sodium caseinate and xanthan gum improves the physical stability and consumer acceptability,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=DylXXBUAAAAJ&pagesize=100&citation_for_view=DylXXBUAAAAJ:YsMSGLbcyi4C,"(2) S Zahn, D Jaros, H Rohm",2021
Prognostic Worth of Epidermal Growth Factor Receptor (EGFR) in Patients with Head and Neck Tumors,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=L7Aa4jkAAAAJ&pagesize=100&citation_for_view=L7Aa4jkAAAAJ:dhFuZR0502QC,"(5) P Barnes, FA Yeboah, J Zhu, RO Saahene, C Obirikorang, MB Adinortey, ...",2020
Systemic alterations in neutrophils and their precursors in early-stage chronic obstructive pulmonary disease,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=6D2rEXoAAAAJ&pagesize=100&citation_for_view=6D2rEXoAAAAJ:UebtZRa9Y70C,"(1) TS Kapellos, K Baßler, W Fujii, C Nalkurthi, AC Schaar, L Bonaguro, ...",2023
Alkaloidal extract from Carica papaya seeds ameliorates CCl4-induced hepatocellular carcinoma in rats,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=A6-tbbQAAAAJ&pagesize=100&citation_for_view=A6-tbbQAAAAJ:JV2RwH3_ST0C,"(2) I Kyei-Barffour, RKB Kwarkoh, DO Acheampong, AS Brah, SA Akwetey, ...",2021
The ghana urban air quality project (ghair): Bridging air pollution data gaps in ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=AZNLuScAAAAJ&pagesize=100&citation_for_view=AZNLuScAAAAJ:pqnbT2bcN3wC,"(1) C Sewor, AA Obeng",2021
TFEB is a central regulator of the aging process and age-related diseases,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=a_Z1HqgAAAAJ&pagesize=100&citation_for_view=a_Z1HqgAAAAJ:-f6ydRqryjwC,"(2) S Abokyi, G Ghartey-Kwansah, DY Tse",2023
Extracellular vesicles as biomarkers and therapeutic targets in cancers,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JH9OlBYAAAAJ&pagesize=100&citation_for_view=JH9OlBYAAAAJ:qxL8FJ1GzNcC,"(3) PA Barnie, J Afrifa, EO Gyamerah, B Amoani",2022
Vitamin D deficiency is common in Ghana despite abundance of sunlight: A multicentre comparative cross-sectional study,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JH9OlBYAAAAJ&pagesize=100&citation_for_view=JH9OlBYAAAAJ:0EnyYjriUFMC,"(2) SA Sakyi, MH Antwi, L Ahenkorah Fondjo, EF Laing, RKD Ephraim, ...",2021
Acute toxicity profile and gastroprotective potential of ethanolic leaf extract of Manihot esculenta Crantz,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=M6jzuB8AAAAJ&pagesize=100&citation_for_view=M6jzuB8AAAAJ:4DMP91E08xMC,"(1) IT Henneh, W Ahlidja, J Alake, H Mohammed, SO Boapeah, A Kwabil, ...",2022
"Case report: A case of dipylidiasis in a first-trimester pregnant woman attending a routine antenatal clinic at elmina health centre, Ghana",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=xcDKnM8AAAAJ&pagesize=100&citation_for_view=xcDKnM8AAAAJ:LkGwnXOMwfcC,"(2) KK Asare, YK Opoku, AS Anning, J Afrifa, EO Gyamerah",2019
Nationwide molecular surveillance of three Plasmodium species harboured by symptomatic malaria patients living in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=xcDKnM8AAAAJ&pagesize=100&citation_for_view=xcDKnM8AAAAJ:4DMP91E08xMC,"(1) LE Amoah, KK Asare, D Dickson, S Anang, A Busayo, D Bredu, ...",2022
Assessment of cardiovascular risk in post-menopausal women in Ghana.,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=xcDKnM8AAAAJ&pagesize=100&citation_for_view=xcDKnM8AAAAJ:_FxGoFyzp5QC,"(3) J Afrifa, FA Botchway, YK Opoku, J Badohu, HE Ocran, KK Asare, ...",2019
Is Grit the Best Predictor of University Students’ Academic Achievement?,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=fA582XEAAAAJ&pagesize=100&citation_for_view=fA582XEAAAAJ:L8Ckcad2t8MC,"(2) AA Owusu, E Larbie, C Bukari",2020
Preservice teachers’ self-efficacy in teaching cost accounting,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=H2H2B5YAAAAJ&pagesize=100&citation_for_view=H2H2B5YAAAAJ:K3LRdlH-MEoC,"(1) JT Kwarteng, P Sappor",2021
"Preservice teachers’ behavioural, emotional and cognitive engagement efficacy",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Vtqmg9IAAAAJ&pagesize=100&citation_for_view=Vtqmg9IAAAAJ:roLk4NBRz8UC,"(1) MB Yidana, PY Asare",2021
Short-term seasonal changes of the Dzita beach of Ghana using geographic information system and photogrammetry,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=TIC7eWcAAAAJ&pagesize=100&citation_for_view=TIC7eWcAAAAJ:4TOpqqG69KYC,"(1) EK Brempong, DB Angnuureng, K Appeaning Addo, ...",2021
Mapping and assessment of coastal infrastructure for adaptation to coastal erosion along the coast of Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=1w6_VXEAAAAJ&pagesize=100&citation_for_view=1w6_VXEAAAAJ:VLnqNzywnoUC,"(2) B Charuka, DB Angnuureng, SKM Agblorti",2023
"Extreme coastal water levels with potential flooding risk at the low-lying Saint Louis historic city, Senegal (West Africa)",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=TIC7eWcAAAAJ&pagesize=100&citation_for_view=TIC7eWcAAAAJ:hFOr9nPyWt4C,"(1) COT Cisse, E Brempong, A Taveneau, R Almar, BA Sy, DB Angnuureng",2022
"Occurrence, ecological risk assessment and source apportionment of pharmaceuticals, steroid hormones and xenoestrogens in the Ghanaian aquatic environments",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0sU3qHYAAAAJ&pagesize=100&citation_for_view=0sU3qHYAAAAJ:qjMakFHDy7sC,"(3) JK Adjei, AD Dayie, JK Addo, A Asamoah, EO Amoako, BY Egoh, ...",2022
Redesigning the ventilated improved pit latrine for use in built-up low-income settings,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3XegCSYAAAAJ&pagesize=100&citation_for_view=3XegCSYAAAAJ:eQOLeE2rZwMC,"(1) PA Obeng, S Oduro-Kwarteng, B Keraita, H Bregnhøj, RC Abaidoo, ...",2019
"Small-Scale palm oil production in Ghana: Practices, environmental problems and potential mitigating measures",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3XegCSYAAAAJ&pagesize=100&citation_for_view=3XegCSYAAAAJ:e5wmG9Sq2KIC,"(1) E Awere, A Bonoli, PA Obeng, S Pennellini, S Bottausci, WK Amanor, ...",2022
Adsorption of Heavy Metals Contaminants in Used Lubricating Oil Using Palm Kernel and Coconut Shells Activated Carbons,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=b2s6_qsAAAAJ&pagesize=100&citation_for_view=b2s6_qsAAAAJ:YOwf2qJgpHMC,"(1) EBO Boadu Kwasi Opoku, Joel Ogbonna Friday, Essumang David Kofi",2020
Kinetics and equilibrium thermodynamic studies of the adsorption of phenolphthalein and methyl orange onto muscovite clay,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Jr_RId8AAAAJ&pagesize=100&citation_for_view=Jr_RId8AAAAJ:4TOpqqG69KYC,"(1) S Tetteh, R Zugle, A Ofori, JPK Adotey",2020
"Occurrence, ecological risk assessment and source apportionment of pharmaceuticals, steroid hormones and xenoestrogens in the Ghanaian aquatic environments",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=qO4K5nUAAAAJ&pagesize=100&citation_for_view=qO4K5nUAAAAJ:4JMBOYKVnBMC,"(1) DKE Joseph K. Adjei a,* , Alberta D. Dayie a , Justice K. Addo a , Anita ...",2022
Short birth interval in Ghana: Maternal socioeconomic predictors and child survival,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=oc_SpLMAAAAJ&pagesize=100&citation_for_view=oc_SpLMAAAAJ:O3NaXMp0MMsC,"(1) AR Alhassan, JN Anyinzaam-Adolipore, K Abdulai",2022
Organising and decent work conditions among informal stone quarry workers in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ftJJGDMAAAAJ&pagesize=100&citation_for_view=ftJJGDMAAAAJ:P5F9QuxV20EC,(1) M Segbenya,2019
Inter-sector managerial skills requirements in Ghana: Group interactive brainstorming approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ftJJGDMAAAAJ&pagesize=100&citation_for_view=ftJJGDMAAAAJ:2KloaMYe4IUC,"(2) NY Oppong, M Segbenya",2023
Tutoring support as a predictor of student retention in distance learning: The case of a University in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=L3UnUS4AAAAJ&pagesize=100&citation_for_view=L3UnUS4AAAAJ:_FxGoFyzp5QC,"(2) V Arhin, JE Laryea",2020
Impact of Internal Control Systems on Performance of Universal Banks: Evidence from Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=M23AkocAAAAJ&pagesize=100&citation_for_view=M23AkocAAAAJ:zYLM7Y9cAGgC,"(1) IC Otoo, S Asumah, G Peprah-Amankona, AT Andzie",2021
A trend analysis of junior high school pupils’ performance in the Basic Education Certificate Examination (BECE) in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=op1vd2QAAAAJ&pagesize=100&citation_for_view=op1vd2QAAAAJ:4TOpqqG69KYC,"(2) RM Nugba, F Quansah, F Ankomah, EE Tsey, VR Ankoma-Sey",2021
Does Contract Employment Affect the Behaviour of Employees?,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=qNcrRokAAAAJ&pagesize=100&citation_for_view=qNcrRokAAAAJ:Tyk-4Ss8FVUC,"(1) D Ofosuhene, Z Sammo",2020
Embedding digital capability into the higher education curriculum: The case of Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0Iz6ANkAAAAJ&pagesize=100&citation_for_view=0Iz6ANkAAAAJ:SpbeaW3--B0C,"(1) J Armah, D Westhuizen",2020
Facebook experiences of visually impaired students: A deconstruction of the challenges and benefits,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=12k2ICIAAAAJ&pagesize=100&citation_for_view=12k2ICIAAAAJ:eQOLeE2rZwMC,"(1) MA Quainoo, MYW Serwornoo, C Hammond",2023
COVID-19 and Mass Media Education: An Evaluation of the Transition from Brick-and-Mortar Learning to Virtual Space,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=12k2ICIAAAAJ&pagesize=100&citation_for_view=12k2ICIAAAAJ:Se3iqnhoufwC,"(1) J Nyarko, MYW Serwornoo",2022
Deep inverse reinforcement learning for structural evolution of small molecules,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=DHo8BgEAAAAJ&pagesize=100&citation_for_view=DHo8BgEAAAAJ:Tyk-4Ss8FVUC,"(1) B Agyemang, WP Wu, D Addo, MY Kpiebaareh, E Nanor, ...",2021
Water quality assessment in mosquito breeding habitats based on dissolved organic matter and chlorophyll measurements by laser-induced fluorescence spectroscopy,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=IY1kG7cAAAAJ&pagesize=100&citation_for_view=IY1kG7cAAAAJ:Aul-kAQHnToC,"(3) AA Huzortey, AA Kudom, BA Mensah, B Sefa-Ntiri, B Anderson, A Akyea",2022
Multi-Trait Selection Index for Superior Agronomic and Tuber Quality Traits in Bush Yam (Dioscorea praehensilis Benth.),https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=pBKPf6QAAAAJ&pagesize=100&citation_for_view=pBKPf6QAAAAJ:PQEM9vzQD9gC,"(2) AS Adewumi, PA Asare, II Adejumobi, MO Adu, KJ Taah, S Adewale, ...",2023
The use of oil palm empty fruit bunches as a soil amendmentto improve growth and yield of crops. A meta-analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=WUHO500AAAAJ&pagesize=100&citation_for_view=WUHO500AAAAJ:UxriW0iASnsC,"(4) MO Adu, K Atia, E Arthur, PA Asare, PB Obour, EO Danso, KA Frimpong, ...",2022
Inclusion of borderlanders in border management in Africa: Toward an emancipatory framework for the study and management of African borders,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=tFmyQK0AAAAJ&pagesize=100&citation_for_view=tFmyQK0AAAAJ:u-x6o8ySG0sC,(1) IK Hlovor,2020
Towards the Reversal of Poverty and Income Inequality Setbacks Due to COVID-19: The Role of Globalisation and Resource Allocation. African Governance and Development Institute,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=8yfZT4kAAAAJ&pagesize=100&citation_for_view=8yfZT4kAAAAJ:_kc_bZDykSQC,"(2) IK Ofori, MK Armah, EE Asmah",2021
Comparative study of the effect of National Health Insurance Scheme on use of delivery and antenatal care services between rural and urban women in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=TLZ19MAAAAAJ&pagesize=100&citation_for_view=TLZ19MAAAAAJ:isC4tDSrTZIC,"(1) RE Kofinti, EE Asmah, EK Ameyaw",2022
"Students’ perception of Mobile Learning at University of Cape Coast, Ghana",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=SsLYykwAAAAJ&pagesize=100&citation_for_view=SsLYykwAAAAJ:NhqRSupF_l8C,"(1) JKE Edumadze, AN Kuadey, SE Mensah",2019
Formalising ‘informal’ mHealth in Ghana: Opportunities and challenges for Universal Health Coverage (UHC),https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=9rptEvoAAAAJ&pagesize=100&citation_for_view=9rptEvoAAAAJ:4TOpqqG69KYC,"(1) A Mariwah, S., Hampshire, K., Abane, A., Robson, E., Owusu, S. A., Castelli ...",2021
Electricity theft whistleblowing feasibility in commercial accommodation facilities,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=B5CU1jkAAAAJ&pagesize=100&citation_for_view=B5CU1jkAAAAJ:W7OEmFMy1HYC,"(4) CA Adongo, F Taale, S Bukari, S Suleman, I Amadu",2021
What really drives economic growth in sub-Saharan Africa? Evidence from the lasso regularization and inferential techniques,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=vMbU3IsAAAAJ&pagesize=100&citation_for_view=vMbU3IsAAAAJ:RHpTSmoSYBkC,"(1) IK Ofori, CK Obeng, SA Asongu",2022
Deep preferential trade agreements and export efficiency in Ghana: Do institutions matter?,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=vMbU3IsAAAAJ&pagesize=100&citation_for_view=vMbU3IsAAAAJ:bEWYMUwI8FkC,"(1) CK Obeng, MT Boadu, EA Ewusie",2023
"The marine plastic litter issue: a social-economic analysis. Sustainability 12 (20), 8677",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=XoYpB18AAAAJ&pagesize=100&citation_for_view=XoYpB18AAAAJ:qUcmZB5y_30C,"(1) S Abalansa, B El Mahrad, GK Vondolia, J Icely, A Newton",2020
Valuing intangible cultural heritage in developing countries,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=XoYpB18AAAAJ&pagesize=100&citation_for_view=XoYpB18AAAAJ:dhFuZR0502QC,"(1) GK Vondolia, AM Kusi, SR King, S Navrud",2022
Are central bank policy rates in Africa cointegrated? Evidence from a fractional cointegration approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0baKC5wAAAAJ&pagesize=100&citation_for_view=0baKC5wAAAAJ:_FxGoFyzp5QC,"(1) LA Gil-Alana, R Mudida, EJA Abakah",2020
Sustainable debt and gas markets: A new look using the time-varying wavelet-windowed cross-correlation approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0baKC5wAAAAJ&pagesize=100&citation_for_view=0baKC5wAAAAJ:1yQoGdGgb4wC,"(1) AK Tiwari, EJA Abakah, B Doğan, S Ghosh",2023
Person-environment fit and turnover intentions of senior high school teachers in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=pA0ThBIAAAAJ&pagesize=100&citation_for_view=pA0ThBIAAAAJ:ULOm3_A8WrAC,"(3) E Nyarko-Sampson, MO Amponsah, L Asamani",2019
"I withdraw and apologise but…: Ghanaian parliamentary apologies, the issue of sincerity and acceptance",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=MRv1WoIAAAAJ&pagesize=100&citation_for_view=MRv1WoIAAAAJ:0EnyYjriUFMC,(1) KS Sarfo-Kantankah,2021
Variations in metadiscourse use in English Language introduction and literature review thesis chapters,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ZWiaX-cAAAAJ&pagesize=100&citation_for_view=ZWiaX-cAAAAJ:iH-uZ7U-co4C,"(1) OY Akoto, JBA Afful",2020
Sand mining and land-based livelihood security in two selected districts in the Central region of Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ggZAf2oAAAAJ&pagesize=100&citation_for_view=ggZAf2oAAAAJ:eQOLeE2rZwMC,"(6) NA Anokye, JV Mensah, HMD Potakey, JS Boateng, DW Essaw, ...",2023
Investigating the conditions under which internal auditing is carried out in selected local governments in the Central Region of Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=lx-g_eMAAAAJ&pagesize=100&citation_for_view=lx-g_eMAAAAJ:UxriW0iASnsC,"(2) AE Aikins, JV Mensah, A Kumi-Kyereme",2022
Pollution fingerprinting of two southwestern estuaries in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=r1nlZfcAAAAJ&pagesize=100&citation_for_view=r1nlZfcAAAAJ:_axFR9aDTf0C,"(2) CA Faseyi, MK Miyittah, L Yafetto, AA Sowunmi, G Lutterodt",2022
Assessment of environmental degradation in two coastal communities of Ghana using Driver Pressure State Impact Response (DPSIR) framework,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=r1nlZfcAAAAJ&pagesize=100&citation_for_view=r1nlZfcAAAAJ:anf4URPfarAC,"(2) CA Faseyi, MK Miyittah, L Yafetto",2023
Monetary policy and financial development in Africa: Do governance mechanisms matter?,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5xspOs8AAAAJ&pagesize=100&citation_for_view=5xspOs8AAAAJ:L8Ckcad2t8MC,"(2) F Mensah, J Gatsi, AAA Idun",2020
Trade openness and financial development in sub‐Saharan Africa: The role of institutional structures,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5xspOs8AAAAJ&pagesize=100&citation_for_view=5xspOs8AAAAJ:TQgYirikUcIC,"(3) MJ Abeka, JG Gatsi, MO Appiah, OS Agyemang",2022
Time-frequency connectedness between food commodities: New implications for portfolio diversification,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=DHXqQUMAAAAJ&pagesize=100&citation_for_view=DHXqQUMAAAAJ:CYCckWUYoCcC,"(3) PO Junior, SK Agyei, AM Adam, A Bossman",2022
The effect of bank market power on economic growth in Africa: The role of institutions,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=tvxg3D4AAAAJ&pagesize=100&citation_for_view=tvxg3D4AAAAJ:2osOgNQ5qMEC,"(1) AAA Idun, AQQ Aboagye, GA Bokpin",2020
Prevalence of cardiometabolic syndrome and its association with body shape Index and A body roundness Index among type 2 diabetes mellitus patients: a hospital-based cross …,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=U0jnL4cAAAAJ&pagesize=100&citation_for_view=U0jnL4cAAAAJ:UebtZRa9Y70C,"(1) EO Anto, J Frimpong, WIO Boadu, VCKT Tamakloe, C Hughes, B Acquah, ...",2022
The impact of the US yield curve on sub-Saharan African equities,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=uoshTu4AAAAJ&pagesize=100&citation_for_view=uoshTu4AAAAJ:k_IJM867U9cC,"(1) A Bossman, Z Umar, SK Agyei, T Teplova",2023
The estuarine and mangrove ecosystem-based shellfisheries of west africa: spotlighting women-led fisheries livelihoods,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=4kYxdkQAAAAJ&pagesize=100&citation_for_view=4kYxdkQAAAAJ:YOwf2qJgpHMC,"(3) EO Chuku, J Adotey, E Effah, S Abrokwah, R Adade, I Okyere, DW Aheto, ...",2021
"Implications of overlooked seasonal growth dynamics in tropical fisheries assessment: A test case of an oyster (Crassostrea tulipa) fishery in the Densu Delta, Ghana",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ax71H7wAAAAJ&pagesize=100&citation_for_view=ax71H7wAAAAJ:edDO8Oi4QzsC,"(3) IK Osei, K Yankson, EA Obodai, I Okyere",2021
Does mangrove vegetation structure reflect human utilization of ecosystem goods and services?,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=CO3hSK4AAAAJ&pagesize=100&citation_for_view=CO3hSK4AAAAJ:aqlVkmm33-oC,"(1) F Asante, J Hugé, NK Asare, F Dahdouh-Guebas",2023
A fleet based surplus production model that accounts for increases in fishing power with application to two West African pelagic stocks,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=i39vtrkAAAAJ&pagesize=100&citation_for_view=i39vtrkAAAAJ:eQOLeE2rZwMC,"(2) R Cook, E Acheampong, J Aggrey-Fynn, M Heath",2021
The Estuarine and Mangrove Ecosystem-Based Shellfisheries of West Africa: Spotlighting Women-Led Fisheries Livelihoods,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=YQ9wtGwAAAAJ&pagesize=100&citation_for_view=YQ9wtGwAAAAJ:eQOLeE2rZwMC,"(1) B Chuku, E. O., Adotey, J., Effah, E., Abrokwah, S., Adade, R., Okyere, I ...",2021
